title,news,links,date,author
President Chakwera Watsekulira Chipatala cha Phalombe,"Mtsogoleri wa dziko lino, Dr. Lazarus Chakwera wati boma lake ndi lodzipereka kuwonetsetsa kuti zitukuko zomwe maboma a m’mbuyomu anayamba, zimalizitsidwe. President Chakwera wayankhula izi lachiwiri pa mwambo wotsekulira chipatala chachikulu cha boma la Phalombe. Chipatalachi chomwe chizikwanitsa kugoneka odwala okwana 265, chamangidwa ndi ndalama zoposa 24.7 million US Dollars ndipo chinayamba kumangidwa mchaka cha 2017 ndi mtsogoleri wakale wa dziko lino Professor Peter Mutharika, ndipo chimayembekezeka kutha pofika m’chaka cha 2019. Chipatala cha boma la Phalombe President Chakwera wati zitukuko zomwe maboma osiyanasiyana amamanga amagwiritsa ntchito ndalama za misonkho ya a Malawi ndipo kupitiliza zitukukozi ndi njira yokhayo yowonetsetsa kuti ndalama za misonkho ya a Malawi zikugwira ntchito moyenera. “Zitukuko zonse zomwe maboma a m’mbuyomu analekezera panjira zimalizidwa kuti anthu alandire zitukuko zowayenera. Pali zitukuko zambiri monga misewu, zipatala ndi sukulu m’maboma a Phalombe, Neno, Chikwawa ndi ena,” anatero Dr. Chakwera. Poyankhulapo wogwirizira mpando wa mfumu yaikulu Kaduya ku Phalombe komanso phungu wa dera lapakati m’boma la Phalombe, a George Million anagwirizana poyamikira boma kaamba komalizitsa ntchito yomanga chipatalachi chomwe ati chithetsa mavuto omwe anthu ofuna thandizo la zachipatala amakumana nawo. Komabe, mfumu yayikulu Kaduya yapempha boma kuti lilumikize chipatala cha Phalombe ku madzi a ma paipi chifukwa madzi omwe alipo pano ndi okumba pansi ndipo ndi osadalirika. Chipatala chachikulu cha m’boma la Phalombe achimanga ndi ndalama zochokera ku mabungwe a Arab Bank for African Development, Saudi Fund for Development ndi gawo lina la ndalama kuchokera ku boma la Malawi.",https://www.radiomaria.mw/president-chakwera-watsekulira-chipatala-cha-phalombe/,"October 12, 2022",Izahaki Mwacha
Akhristu 127 ku Parishi ya Rumphi Alandira Ulimbitso,"Lamulungu pa 9 okotobala chaka chino, ndi tsiku losaiwalika kwa akhristu omwe alandira sakramenti la Ulimbitso m’parishi ya St. Dennis ku Rumphi mu dayosizi ya Mzuzu. Poyankhula pa mwambowu, episikopi wa dayosiziyi, Ambuye John Ryan anati ndi okondwa ndi kuchuluka kwa akhristu omwe alandira sakramenti-li ndipo apempha anthuwa kuti akhale zida zodzetsa mtendere pakati pawo. Ambuye Ryan: Sakramenti la Ulimbitso ndi lofunika kwambiri Iwo anati kulandira sakalamenti la Ulimbitso ndiye kuti akhristuwa alandira Mzimu Woyera yemwe adziwathandiza pamene akutumikira Mulungu mu njira zosiyanasiyana. “Sakramenti la Ulimbitso ndi lofunika kwambiri kwa akhristu achikatolika chifukwa choti limapereka udindo kwa akhristuwa wochitira umboni Yesu Khristu,” anatero Ambuye Ryan. Poyankhulapo m’modzi mwa akhristu omwe alandira sakramenti-li mayi Tereza Mhango ati chisangalalo chawo ndi chosefukira kaamba koti akwaniritsa maloto awo polandira sakramenti-li ndipo alonjeza kuti akhala m’m,odzi mwa akhristu odalirika mu mpingo wa Katolika. Sakalamenti la Ulimbitso ndi limodzi mwa ma sakramenti asanu ndi awiri omwe Ambuye Yesu adapanga ndipo polandira sakramenti-li akhristu amalandira Mzimu Woyera ndi mphatso zake.",https://www.radiomaria.mw/akhristu-127-ku-parishi-ya-rumphi-alandira-ulimbitso/,"October 11, 2022",Izahaki Mwacha
Ma episkopi Adzudzula Boma Kaamba Kokolezera Umphawi,"Maepiskopi a mpingo wa katolika mdziko muno adandaula kaamba ka kukula kwa umphawi omwe anthu mdziko muno akukumana nawo. Maepiskopiwa anena izi kudzera mu kalata yomwe alemba yomwe yafotokoza zina mwa zinthu zotsamwitsa zomwe akuti zikulepheretsa dziko lino kupita patsogolo yomwe yalembedwa pa mutu woti; “Pempho lakuti timvetsetse ndiponso tikhudzidwe ndi madandaulo akulira kwa aMalawi osauka.” Tsamba loyamba la kalatayo Iwo atinso ndi okhumudwa kwambiri kuti umphawi ukukulirakulirabe pakati pa anthu mdziko muno pamene boma likulephera kukwaniritsa malonjezo ake. “Ngakhale dziko lino likukumana ndi mavuto osiyanasiyana monga ngozi zogwa mwadzidzidzi, nthenda ya COVID-19, nkhondo yaku Ukraine ndi zina, boma likanatha kuchita bwino pa zinthu zina potsata ndondomeko zowonetsetsa kuti umoyo wa anthu ukuyenda bwino,” yatero kalatayo. Maepiskopiwa ati kuchepa mphamvu kwa ndalama ya Kwacha, kukwera kwa mitengo ya chakudya, kusowa kwa ntchito, kusowa kwa mafuta a galimoto, kusowa kwa ndalama zakunja komanso kusowa kwa ndondomeko zotetezera anthu ogula, ndi zina mwa zizindikiro zoti zinthu mdziko muno sizikuyenda bwino ndipo boma la Tonse Alliance lalephera kutumikira a Malawi monga lidalonjezera. Kalatayi yadandaula za kusowa kwa mgwirizano pakati pa nthambi za boma zosiyanasiyana zolimbana ndi katangale ndi ziphuphu komanso kuchedwa kwa milandu ya katangale yokhudza anthu akuluakulu m’boma. Padakakalipano m’mene ndondomeko ya zipangizo za ulimi zotsika mtengo iyendera chaka chino siyinadziwike ndipo maepiskopiwa ati izi ndi zomvetsa chisoni poganizira kuti nyengo yamvula yayandikira ndipo zimenezi zili ndi kuthekera kodzetsa njala ya dzaoneni. Mwazina maepiskopi a mpingo wa katolikawa, adzudzulanso momwe boma la Tonse Alliance likuyendera ponena kuti mwachuluka miseche, mikangano ndi mpikisano wapansipansi pofuna kutchuka komanso kukonderana. Iwo ati kusowa kwa mgwirizano pa zipani zomwe zili mu mgwirizano wa Tonse kukukhudza anthu osauka ndi amphawi ati kaamba koti zipanizi zili kalikiliki kulimbana m’malo momaganizira zosowa za anthu ndi chitukuko cha dziko lino. Padakalipano boma silinayankepo kanthu pa nkhaniyi kaamba koti mneneri wa boma a Gospel Kazako sanayankhe lamya yawo kuti ayankhulepo pa nkhaniyi.",https://www.radiomaria.mw/ma-episkopi-adzudzula-boma-kaamba-kokolezera-umphawi/,"October 11, 2022",Izahaki Mwacha
Papa Wachita Mkumano Ndi Alangizi A Sukulu Za Chikatolika ku Switzerland,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco wachita mkumano ndi alangizi a chi Katolika m’sukulu za m’dziko la Switzerland. Malinga ndi malipoti a Vatican Radio, mkumanowu wachitikira ku likulu la mpingo ku Vatican.  Iye wayamikira ntchito yotamandika yomwe alangizi a chi Katolika (Catholic chaplains) m’sukulu za m’dziko la Switzerland akugwira ndipo wati ulangizi wawo ndi wofunika kwambiri. Papa wawapempha kuti azigwira ntchito yawo molumikizana ndi akhristu a mipingo ina pofuna kupititsa patsogolo ntchito yosula achinyamatawa komanso ngati njira yopititsira patsogolo ubale wabwino pakati pa mipingo ya chikhristu. Iye wati akuzindikira kuti ntchito ya ulangizi kwa achinyamata ndi yovuta komabe wati ngakhale izi zili chomwechi, ntchitoyi ndi yobweretsa chimwemwe maka powaona achinyamatawa akukula ndi kumakhala anthu odalirika. Iye watsindika za kufunika kokhala pafupi ndi achinyamatawa, pomawamvetsera ndi kuwalondolera kuti amudziwe Mulungu. Papa Francisco wamaliza ndi kuthokoza alangiziwa poganiza kuti abwere ku Vatican ndipo wawafunira zabwino zonse pa ntchito yawo.",https://www.radiomaria.mw/papa-wachita-mkumano-ndi-alangizi-a-sukulu-za-chikatolika-ku-switzerland/,"October 11, 2022",Izahaki Mwacha
Woyera wa lero,Mwayi Pindani lero  pa 10 October akutipatsira  Dainel Comboni woyera yemwe akutiphunzitsa kukhala anthu akhama pofalitsa mnthenga woyera Podcast: Play in new window | Download,https://www.radiomaria.mw/woyera-wa-lero/,"October 10, 2022",Izahaki Mwacha
Papa Wati Ndi Wokhudzidwa Ndi Imfa Ya Anthu 34 Ku Thailand,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco wati ndi wa chisoni chachikulu kaamba ka imfa ya anthu 34 omwe aphedwa pa sukulu ina m’dziko la Thailand. Malinga ndi malipoti a Vatican Radio, Papa wayankhula izi mu uthenga wake wopepesa potsatira imfa’yi. Matupi a ena mwa anthu ophedwawo Munthu wina yemwe apolisi a m’dziko la Thailand ati adali wapolisi, lachinayi pa 6 October adapita pa sukulu ina ya ana aang’ono kwambiri yopezeka mu mzinda waukulu wa dzikolo wa Bangkok atanyamula mfuti komanso mpeni, ndi kupha anthu 34 ndipo mwa anthuwa 23 ndi ana. Malipoti akuti munthu wa upanduyu atafika kunyumba kwake, adaphanso mkazi wake ndi mwana wake womupeza asadadziombere yekha. Apolisi afotokoza kuti munthuyu yemwe ndi wa zaka 34 amazengedwa mlandu wina wogwiritsa ntchito mankhwala ozunguza bongo. Iwo ati kwa nthawi yaitali tsopano za upandu ngati izi sizidachitikepo mu mbiri ya dzikolo. Potsatira nkhani yomvetsa chisoniyi, Papa Francisco watumiza uthenga wake wopepesa. Iye watumiza uthengawu kudzera mwa mlembi wa mkulu wa likulu la mpingo wa Katolika, Vatican Secretary of State Cardinal Pietro Parolin. Papa Francisco wati ndi wa chisoni chachikulu kaamba ka imfa ya anthu ochuluka chotere. Iye wapepesa anamfedwa onse ndipo watsimikiza za mapemphero ake kwa anamfedwawa ndi ena onse omwe akhudzidwa ndi imfayi mu njira zosiyana-siyana. Papa watsiriza ndi kunena kuti ndi pemphero lake kuti pa nthawi yovutayi anamfedwa onse athe kupeza chilimbikitso kuchokera kwa anthu akufuna kwabwino.",https://www.radiomaria.mw/papa-wati-ndi-wokhudzidwa-ndi-imfa-ya-anthu-34-ku-thailand/,"October 10, 2022",Izahaki Mwacha
Msonkhano wa WUCWO Uli Mkati M’dziko la Greece,"Nsonkhano wa nthumwi za gulu la amayi achikatolika pa dziko lonse la World Union Catholic Women, ukuchitika m’dziko la Greece. Malinga ndi m’modzi mwa nthumwizi, mayi Catherine Nyangulu, omwe ndi ochokera kuno ku Malawi mu dayosizi ya Mzuzu, nsonkhanowu wayamba lachinayi pa 6 October 2022 ndipo utha lamulungu pa 9 October 2022. Amayi a WUCWO kuchita msonkhano wawo Mayi Nyangulu ati nthumwizi zikuwunika mfundo zinayi zomwe bungweli linapereka kwa amai akatolika pa dziko lonse mu m’chaka cha 2019. Iwo ati mwa zina ku nsonkhanowu kusankhidwa ena mwa maudindo a atsogoleri a bungweli. “Ku msonkhano wathu m’chaka cha 2019 omwe unachitikira m’dziko la Senegal, tinawunikira zinthu zinayi zomwe amai akatolika tikuyenera kumazichita makamaka tinamuyang’ana kwambiri mmayi yemwe akuvutika kwambiri komanso anthu okalamba, ana osayiwala za chilengedwe,” anatero mayi Nyangulu Msonkhanowu ukuyembekezeka kupindulira kwambiri amayi akatolika m’dziko muno pamenenso akuyembekezeka kukhala ndi ulendo woyera wopita m’dziko la Italy.",https://www.radiomaria.mw/msonkhano-wa-wucwo-uli-mkati-mdziko-la-greece/,"October 8, 2022",Izahaki Mwacha
Atolankhani Athandiza Anthu Odwala Khate,"Atolankhani pansi pa bungwe lothana ndi matenda a chifuwa chachikulu cha Tuberculosis (TB) komanso Khate la National TB and Leprosy Elimination, apereka katundu osiyanasiyana wa ndalama zosachepera 500 sauzande kwacha ku mudzi wa anthu odwala nthenda ya Khate ku Utale 2 m’boma la Balaka. Sonani (wavala malaya akuda) kupereka katunduyo kwa m’modzi mwa anthuwo M’modzi mwa atolankhaniwa Doreen Sonani wati ganizo lothandiza ku malowa linadza potsatira kuwona mavuto omwe anthu odwala nthendayi akukumana nawo mdziko muno. Iye anati anthuwa amakumana ndi mavuto osiyanasiyana pa moyo wawo kaamba ka nthenda yawo. “Kupatula kugwira ntchito yathu yolemba nkhani, tinaganiza zoti tizagwireko ntchito ya chifundo yothandiza anzathu amene akudwala nthenda ya Khate amene akupezeka kuno ku Utale chifukwa tuikudziwa kuti anthu amenewa akukumana ndi mavuto ochuluka,” anatero Sonani. Poyankhulapo m’modzi mwa odwala nthenda ya Khate a Tobias Mofolo wayamikira atolankhaniwa kaamba kowathandiza ndi katundu kuwonjezera pa ntchito yomwe amagwira yomemeza ena kudzathandiza pa malowa. Pakadali pano, bambo mfumu wa Parish ya Utale 2 yomwe imayang’anira malowa, bambo Samuel Malamulo apempha thandizo la mayendedwe omwe angathandize oyang’anira malowa kumatengera odwala ku chipatala chachikulu pomwe pasowekera kutero.",https://www.radiomaria.mw/atolankhani-athandiza-anthu-odwala-khate/,"October 8, 2022",Izahaki Mwacha
Papa Wati Aliyense Amayitanidwa Kukhala Woyera,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco wati munthu aliyense amayitanidwa ndi Mulungu kuti akhale woyera. Malinga ndi malipoti a Vatican Radio, Papa wayankhula izi ku likulu la mpingo ku Vatican pa mkumano wake ndi nthumwi za ku msonkhano womwe wakonzedwa ndi bungwe lomwe limawona za anthu oyera mu Mpingo. Kukhala anthu oyera m’masiku ano, Holiness Today ndi mutu wa msonkhanowu. Iye wati ngakhale kuti mpingo uli ndi anthu ambiri omwe adatchulidwa kuti ndi oyera, anthu akuyenera kuzindikira kuti palinso anthu ena ambiri oyera omwe mpingo sudawatchulebe mpaka lero kuti ndi oyera. Papa Francisco wati anthu oyera mu mpingo ndi zitsanzo zosilirika ndipo za mtengo wa patali za moyo wa chikhristu. Iye wati pamene mpingo umatchula munthu kuti ndi woyera umafuna kuzindikiritsa ndi kuphunzitsa akhristu ankhaninkhani kuti ndi zotheka kukhala mkhristu weniweni ndipo pa nthawi yomweyo Mpingo umafuna kuti anthu oyerawa akhale nyale kwa akhristu ena onse kuti naonso potsatira moyo wokoma wa anthu oyerawa athe kukhala anthu oyera. Papa Francisco wamaliza ndi kunena kuti ndi chikhulupiriro chake kuti msonkhanowu uthandiza kuonanso zizindikiro za moyo wa anthu oyera m’masiku ano a makono.",https://www.radiomaria.mw/papa-wati-aliyense-amayitanidwa-kukhala-woyera/,"October 8, 2022",Izahaki Mwacha
Papa Akacheza mdziko la Bahrain Mwezi wa Mawa,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco akuyembekezeka kukacheza m’dziko la Bahrain kumayambiliro a mwezi wa mawa. Ofesi yofalitsa nkhani ku Vatican, yatsimikiza za ulendowu omwe ukhalepo kuyambira pa 3 mpaka pa 6 November.  Likulu la mpingo wa Katolika pa dziko lonse lati Papa Francisco akacheza m’dzikolo atavomera pempho la a episkopi a mpingo wa Katolika komanso boma la dzikolo. Mlozo omwe likulu la mpingo wa Katolika pa dziko lonse latulutsa wati Papa akakhala nawo pa msonkhano wolimbikitsa ubale wabwino pakati pa anthu, Bahrain Forum for Dialogue: East and West for Human Coexistence. Koma si pokhapo, iye akachita mkumano ndi akuluakulu a chipembedzo cha chisilamu, nkumano ndi mipingo yonse ya chikhristu ya m’dzikolo, kuyankhula kwa a kazembe oyimira maiko awo, atsogoleri a ndale, atsogoleri a mabungwe omwe si a boma, kuyankhula kwa a episkopi, ansembe, asisitere, a bulazala, asemino ndi a Katekisiti, mkumano ndi achinyamata a m’dzikolo komanso kuchita Misa. Papa Francisco akhala Papa woyamba kukacheza m’dziko la Bahrain.",https://www.radiomaria.mw/papa-akacheza-mdziko-la-bahrain-mwezi-wa-mawa/,"October 8, 2022",Izahaki Mwacha
Boma Litumiza Alenje M’madera Osautsidwa ndi Nyama Zotetezedwa,"Unduna wa zokopa alendo, chikhalidwe ndi nyama zakutchire walamula kuti madera onse omwe ali pafupi ndi nkhalango yotetezedwa ya Kasungu, mukhale alenje a boma pofuna kuteteza mbewu ndi miyoyo ya anthu a m’maderawa. Nduna mu undunawu Dr. Micheal Usi anena izi lachitatu m’dera la Sub T/A Nthunduwala m’boma la Kasungu pomwe amayendera ndi kupepesa maliro ku mabanja a anthu omwe anaphedwa ndi njobvu mderalo Dr. Usi: Posachedwapa ntchito yomanga mpanda iyambika Iwo ati posachedwapa ntchito yomanga mpanda wa nyesi ya magetsi iyambika mozungulira madera onse komwe nyamazi zikusautsa ndipo atsimikizira anthu a m’deralo komwe nyama zakhala zikuwononga madimba, mbewu ndi ziweto zawo kuti boma liwathandiza powapatsa thandizo la chakudya. Pomaliza ndunayi yati kuponyedwa kwa asilikali a nkhalangowa m’maderawa kuchepetsa nkhawa ya anthu komabe alangiza anthuwo kuti adzikhala tcheru kaamba koti nyama zosiyanasiyana zikhala zikubwera kuchokera nkhalango zosiyanasiyana m’dziko muno. “Pali chikonzero choti posachedwapa ntchito yomanga mpanda iyambika ndipo kuti mpandawo ukatha kumangidwa, nyama zina monga mikango, akambuku ndi zina zochuluka zikhala zikubweretsedwanso mu nkhalango ya Kasungu National Park,” anatero a Usi. Poyankhulapo mfumu yaikulu Nthunduwala anathokoza ndunayi pofika ku deralo kudzawalimbikitsa ndi kupepesa mabanja okhudzidwa omwe anataya achibale awo pamene anaphedwa ndi njobvu. M’modzi mwa anamfedwa a Josophat Chikwawa Chirwa anati imfa ya m’bale wawo yawasiya m’mavuto aakulu kaamba koti malemuwa anasiya ana omwe akufunika thandizo pa moyo wawo wa tsiku ndi tsiku. Pa 16 September chaka chino, njobvu zolusa zomwe zinathawa mu nkhalangoyi zinapha anthu awiri m’maderawa. Izi zikuchitika pangodutsa miyezi iwiri nthambiyi itasamutsa nyama zoposa 600 kuchoka ku malo otetezedwa a Liwonde kupita nazo ku Kasungu National Park.",https://www.radiomaria.mw/boma-litumiza-alenje-mmadera-osautsidwa-ndi-nyama-zotetezedwa/,"October 7, 2022",Izahaki Mwacha
Papa Wati Mapemphero Amapatsa Ufulu,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco wati mapemphero komanso kuzindikira chomwe munthu ali, zimathandiza akhristu kukhala afulu. Malinga ndi malipoti a Vatican Radio, Papa Francisco wayankhula izi lachitatu ku likulu la mpingo ku Vatican pamene akupitirizabe kuphunzitsa anthu za kufunika kosinkhasinkha ndi kuchita ziganizo zolondola. Papa wati mkhristu aliyense angathe kudziwa chomwe ali ngati apeza nthawi yomasinkhasinkha. Iye wati kawiri-kawiri anthu amavutika kuchita ziganizo zolondola kaamba koti sadzidziwa iwo eni. Papa Francisco wati kulephera kupemphera bwino komanso kulephera kuchita ziganizo zolondola ndi zotsatira za kusadzidziwa umo m’mene munthu uliri. Iye wafotokoza kuti monga m’mene munthu amasowekera kuti adziwe nambala ya chinsinsi kuti athe kuchita zinthu pa makina a kompyuta ndi kosowekeranso kudziwa zinsinsi zodzamitsira moyo wa uzimu. Ndipo chimodzi mwa zinsinsi za moyo wa uzimu ndiye kudzidziwa iwe mwini m’mene uliri.",https://www.radiomaria.mw/papa-wati-mapemphero-amapatsa-ufulu/,"October 7, 2022",Izahaki Mwacha
Papa Watsindika Za Mpingo Wochitira Zinthu Limodzi,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco watsindika za kufunika kokhala ndi mpingo wochitira zinthu limodzi. Malinga ndi malipoti a Vatican Radio, Papa wayankhula izi posinkhasinkha cholinga cha mapemphero ake a mwezi uno wa October. Iye wati ndi pemphero lake kuti mpingo ukhale wokhulupirika, wopanda mantha polalika Uthenga wa Chipulumutso, wogwirizana, wokonzeka kulandira munthu aliyense ndipo woyendera limodzi. Kudzera mu uthenga wa pa kanema, Papa Francisco wafotokoza tanthauzo la liwu loti Sinodi lomwe wati ndi lochokera ku chiyankhulo cha chi Giriki kutanthauza kuyendera limodzi. Iye wafotokoza kuti ndi cholinga cha Mulungu kuti mpingo mu nyengo ino ya makono udziwonetsa umodzi wake poyendera limodzi. Pamenepa Papa Francisco wati mpingo ungathe kumayendera limodzi ngati utamamvetsera ndipo pa nthawi yomweyo ngati mpingowo ukhala wokonzeka kutsekula zitseko kwa awo omwe adakali kunja kwa mpingo. Iye wachenjeza kuti anthu akuyenera kusiyanitsa Sinodi ndi momwe zinthu zimakhalira mu nyumba ya malamulo. Papa Francisco wafotokoza kuti Sinodi siikutanthauza kuchita kafukufuku koma m’malo mwake Sinodi ndi nthawi yomvetsera zomwe Mzimu Woyera afuna kuti zichitike. Iye waonjezeranso Sinodi ndi nthawi yopemphera kaamba koti popanda kupemphera palibe Sinodi.",https://www.radiomaria.mw/papa-watsindika-za-mpingo-wochitira-zinthu-limodzi/,"October 7, 2022",Izahaki Mwacha
"Anjatidwa Kaamba Kopezeka Ndi Mfuti, Zipolopolo","Apolisi m’boma la Chiradzulu, amanga bambo wina yemwe dzina lake ndi Prince Bwanali, wa zaka 28 kaamba kopezeka ndi mfuti ya F92 komanso zipolopolo, opanda zikalata zoyenera. Bwanali atanyamula mfuti ndi zipolopolo Malinga ndi wofalitsa nkhani ku polisi ya Chiradzulu, Innocent Moses, lolemba sabata ino, apolisi a pansewu omwe amachita chipikisheni anayimitsa njinga yamoto yomwe Prince ndi anzake ena anakwera ndipo anawona mfuti ili mu lamba wake. Atamufunsa bwino za mfutiyo, iye analephera kuwonetsa mapepala a mfutiyo, ndipo apo anamumanga ndi kukamusiya mchitolokosi. Bamboyu akuyembekezeka kukawonekera ku bwalo la milandu posachedwapa kuti akayankhe mulandu wopezeka ndi mfuti yopanda chilorezo. Prince Bwanali, amachokera m’mudzi wa Nkonde, m’dera la mfumu yaikulu Kadewere m’boma la Chiradzulu.",https://www.radiomaria.mw/anjatidwa-kaamba-kopezeka-ndi-mfuti-zipolopolo/,"October 6, 2022",Izahaki Mwacha
Papa Achita Zokambirana ndi Mkulu wa Kampani Yopanga Lamya,"Mtsogoleri wa mpingo wa Katolika pa dziko lonse Papa Francisco wachita zokambirana ndi mkulu wa kampani yopanga lamya za m’manja ya Apple, a Tim Cook. Papa kukambirana ndi Cook Malinga ndi malipoti a Vatican Radio, awiriwa achita zokambirana zao m’kachipinda komata kunyumba ya Vatican Apostolic Palace. Cook adafika m’dziko la Italy pa 28 September kugwira ntchito zosiyana-siyana monga kukhazikitsa sukulu ya pamwamba yotchedwa Apple Developer Academy komanso walandira degree ya ulemu, honorary degree ku sukulu ya ukachenjede yodziwika kuti University of Naples Federico II. M’mbuyomu Papa Francisco wachita zokambirana ndi akuluakulu a ma company odziwika bwino monga mkulu wa company ya Tesla ndi SpaceX, Elon Musk, Eric Schmidt yemwe adali mkulu wa company ya Google osaiwala muyambitsi wa Facebook, Mark Zuckerberg. Papa Francisco wakhala akunena kuti zipangizo za makono zikuyenera kutumikira anthu osati anthu kutumikira zinthuzi.",https://www.radiomaria.mw/papa-achita-zokambirana-ndi-mkulu-wa-kampani-yopanga-lamya/,"October 6, 2022",Izahaki Mwacha
